,unique_id,price,weight,process,grind_types,roast,blend,description,arabica_robusta,origin,weight(g),price_per_kg
18,https://www.coffeedesk.pl/product/17345/Audun-Coffee-Peru-Salva-Andina-Espresso-1Kg,158.0,1 kg,Washed,espresso,medium,beans,"Ziarno z Peru, wypalone przez Mistrza Świata Roasterów 2015 - Auduna Sorbottena. Kawa palona w średnim stopniu, świetnie sprawdzi się do ekspresu ciśnieniowego i kawiarki.",100% Arabica,Peru,1000.0,158.0
19,https://www.coffeedesk.pl/product/17344/Audun-Coffee-Peru-Salva-Andina-Espresso-250G,50.0,250 g,Washed,espresso,medium,beans,"Ziarno z Peru, wypalone przez Mistrza Świata Roasterów 2015 - Auduna Sorbottena. Kawa palona w średnim stopniu, świetnie sprawdzi się do ekspresu ciśnieniowego i kawiarki.",100% Arabica,Peru,250.0,200.0
20,https://www.coffeedesk.pl/product/5607/Coffeelab-Brazylia-Cemorrado-Sweet-Edition-Espresso-250G,26.0,250 g,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w z warszawskiej palarni Coffeelab. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W filiżance można oczekiwać gęstego body, długiej czekoladowej słodyczy, lekkich nut orzechów i pistacji.",100% Arabica,Brazylia,250.0,104.0
21,https://www.coffeedesk.pl/product/4486/Diemme-Caffe-Miscela-Blu-Super-500G,46.0,500 g,,espresso,dark,beans,,100% Arabica,None,500.0,92.0
22,https://www.coffeedesk.pl/product/13636/Hayb-Espresso-Starter-Pack-5-X-250G,123.0,5 x 250g,,espresso,medium,beans,"Zestaw pięciu 250-gramowych opakowań kaw pod espresso, wypalonych przez warszawską palarnię HAYB. Ziarno jest wypalone w średnim stopniu, doskonale sprawdzi się w ekspresach ciśnieniowych i kawiarkach. ",None,None,1250.0,98.4
23,https://www.coffeedesk.pl/product/13638/Hayb-X-Coffeedesk-Filter-Tasting-Box-6-X-60G,94.0,6 x 60g,,Drip (Metody alternatywne),light,beans,"Nie wiesz, którą kawę wybrać? Nie wiesz, które nuty smakowe w kawie najbardziej przypadną Ci do gustu? Nudzi Cię picie jednej kawy i lubisz częściej eksperymentować? Chcesz przetestować kawę przed zakupem? Jeżeli na którekolwiek z tych pytań odpowiedziałeś twierdząco, nasz zestaw kaw HAYB Tasting Box jest właśnie dla Ciebie!

Zestaw Tasting Box HAYB degustacyjny składa się z 6 kaw z oferty palarni. Każda z próbek ma 60 gramów, żebyś mógł zaparzyć kawę kilka razy i poeksperymentować. Dodatkowo, w opakowaniu znajdziesz słodki upominek!

Łącznie w Filter Box HAYB znajduje się aż 360 gramów kawy, więc zestaw może być też świetnym wyborem dla tych, których nudzi picie jednej kawy i zamiast jednej paczki wolą mieć zawsze w domu co najmniej kilka propozycji.

Staramy się, aby do zestawu degustacyjnego trafiał zawsze pełen przekrój naszych kaw pod filtr – od orzechowo-czekoladowych Ameryk, po bardzo owocowe Afryki. Wszystkie próbki kaw to kawy speciality single origin, jasno palone pod alternatywne metody parzenia – drip, aeropress i chemex.",100% Arabica,None,360.0,261.11111111111114
24,https://www.coffeedesk.pl/product/262/Illy-Classico-Classic-Roast-Kawa-Ziarnista,28.9,250 g,,espresso,dark,beans,"To espresso jest równowagą siły i gładkości. Kwintesencja  wyraźnego aromatu czekolady,  karmelu i lekkiej nutki kwiatów.",100% Arabica,None,250.0,115.6
25,https://www.coffeedesk.pl/product/4/Izzo-Gold-Puszka-250-G,29.9,250 g,,espresso,dark,beans,"Izzo Gold to mieszanka wyłącznie najwyższej jakości ziaren Arabiki.  Kawa o niebywałym aromacie. Urzeka kremową konsystencją i  łagodnym, wyrafinowanym smakiem .  Po jej skosztowaniu z pewnością staniesz się miłośnikiem kawy.",100% Arabica,None,250.0,119.6
26,https://www.coffeedesk.pl/product/26/Izzo-Gold-100Procent-Arabica-1Kg-Puszka,89.0,1 kg,,espresso,dark,beans,"Mieszanka najlepszych i najczystszych ziaren Arabiki, wypalanych w Boscoreale, w prowincji Campania.
 ",100% Arabica,None,1000.0,89.0
27,https://www.coffeedesk.pl/product/100/Johan-And-Nystrom-Bourbon-Jungle,74.0,500 g,,"drip, espresso",dark,beans,"Tło dla tej mieszanki, pochodzi z tęsknoty za prawdziwym, ciemnym paleniem kawy o wysokiej jakości ziarnach. Mimo, że ziarna są ciemno palone, utrzymuje się ich wyraźny i intensywny aromat. Kawa ta posiada przyjemnie dymny posmak, z lekką nutą słodyczy, oraz ze sporą owocowością.",100% Arabica,None,500.0,148.0
28,https://www.coffeedesk.pl/product/1238/Johan-And-Nystrom-Brazil-Fortaleza,39.89,250 g,Natural,Drip (Metody alternatywne),medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalana przez szwedzką palarnie Johan & Nystrom. Palona jasno, sprawdzi się przede wszystkim w przelewowych metodach parzenia. Fortaleza jest doskonale zbalansowana, o naturalnych nutach czekolady, orzechów laskowych i wiśni - propozycja skierowana do tych, którzy w kawie poszukują naturalnej słodyczy.",100% Arabica,Brazylia,250.0,159.56
29,https://www.coffeedesk.pl/product/110/Johan-And-Nystrom-Buena-Vista-Fairtrade,79.0,500 g,,"drip, espresso",medium,beans,"Buena Vista jest kawą sprawiedliwego handlu Fair Trade. Zawiera w 100% organiczne i certyfikowane ziarna kawy. To zdrowa mieszanka, która najlepiej smakuje jako napar przyrządzony za pomocą french pressa lub ekspresu przelewowego.",100% Arabica,None,500.0,158.0
30,https://www.coffeedesk.pl/product/117/Johan-And-Nystrom-Espresso-La-Bomba,69.0,500 g,,espresso,medium,beans,"Jeśli kiedykolwiek doświadczyliście espresso w jednym z małych barów kawowych w południowych Włoszech, w szczególności w Neapolu, to wiecie co znaczy smak espresso. Obecność robusty w naszej mieszance nadaje kawie mocny charakter oraz ziemisty smak, połączony z delikatną nutką kakao i długo utrzymującą się kwaskowatością. ",60/40,None,500.0,138.0
31,https://www.coffeedesk.pl/product/3361/Johan-And-Nystrom-Ethiopia-Guji,49.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalona w szwedzkiej palarni Johan & Nyström. Palona w jasnym stopniu, sprawdzi się zarówno do ekspresu ciśnieniowego oraz kawiarki, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa i innych alternatywnych metod parzenia. W filiżance na pierwszy plan wysuwa się słodycz, dopełniona nutami owocowymi.",100% Arabica,Etiopia,250.0,196.0
32,https://www.coffeedesk.pl/product/626/Johan-And-Nystrom-Ethiopia-Welena,49.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalona w szwedzkiej palarni Johan & Nystrom. Palona w jasnym stopniu, sprawdzi się zarówno do ekspresu ciśnieniowego oraz kawiarki, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa i innych alternatywnych metod parzenia.

Welena to etiopska kawa, w której odnajdziesz esencję smaków i aromatów charakterystycznych dla regionu, z którego pochodzi. Złożona, o czystych nutach przypominających brzoskwinie, różowego grejpfruta i bergamotkę, wraz z kwiatowym aromatem.",100% Arabica,Etiopia,250.0,196.0
33,https://www.coffeedesk.pl/product/5087/Johan-And-Nystrom-Fika-Kawa-Mielona,55.0,500 g,,"drip, espresso",medium,ground,"Fika to ważny element szwedzkiej kultury, oznaczający przerwę na kawę lub herbatę. W tym przypadku jest to także kawa, która została stworzona aby kultywować tę tradycję. 

Jest to kawa o pełnym body, idealnie zbalansowana, z delikatnymi nutami kakao.

Świetnie sprawdzi się w ekspresach przelewowych, french pressie lub w kawiarce, zarówno solo, jak i z dodatkiem mleka.

Zrób sobie przerwę na kawę!",100% Arabica,None,500.0,110.0
34,https://www.coffeedesk.pl/product/8319/Johan-And-Nystrom-Fundamental-Espresso,79.99,500 g,,espresso,medium,beans,"Fundamental to nowa mieszanka kaw ziarnistych jakości speciality, wypalona przez szwedzką palarnię Johan & Nyström. W blendzie znajdziesz ziarno z Brazylii, Burundi i Peru.

Kawa jest palona w średnim stopniu, przeznaczona do espresso - doskonale sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku można wyczuć sporo słodyczy, z delikatną nutą nektarynki i kremowym nugatem.",100% Arabica,"Brazylia, Burundi, Peru",500.0,159.98
35,https://www.coffeedesk.pl/product/109/Johan-And-Nystrom-Sumatra-Gayo-Mountain-Fairtrade,44.0,250 g,Natural,Drip (Metody alternatywne),dark,beans,"Sumatra Gayo Mountain pochodzi z prowincji Ache, położonej w północnej części Sumatry. To kawa o ciemnym stopniu palenia, intensywnym aromacie przypraw i świeżych fig. Jej bogaty, dobrze wyważony smak zadowoli najbardziej wymagające podniebienie. ",100% Arabica,Indonezja,250.0,176.0
36,https://www.coffeedesk.pl/product/17747/Johan-And-Nystrom-Brazil-Fortaleza-250G--Ziarno-Outlet,25.93,250 g,Natural,Drip (Metody alternatywne),medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalana przez szwedzką palarnie Johan & Nystrom. Palona jasno, sprawdzi się przede wszystkim w przelewowych metodach parzenia. Fortaleza jest doskonale zbalansowana, o naturalnych nutach czekolady, orzechów laskowych i wiśni - propozycja skierowana do tych, którzy w kawie poszukują naturalnej słodyczy.",100% Arabica,Brazylia,250.0,103.72
37,https://www.coffeedesk.pl/product/360/Kimbo-Prestige,64.9,1 kg,,espresso,dark,beans,Kimbo Prestige to znakomicie zbalansowana mieszanka południowo-amerykańskiej Arabiki (80%) i najlepszych jakościowo odmian ziaren Robusty (20%).,80/20,None,1000.0,64.9
38,https://www.coffeedesk.pl/product/359/Kimbo-Top-Flavour,79.89,1 kg,,espresso,dark,beans,Łagodniej palony blend najwyższej klasy ziaren Arabiki pochodzących z plantacji w Ameryce Łacińskiej.,100% Arabica,None,1000.0,79.89
39,https://www.coffeedesk.pl/product/1001/Kofi-Brand-Brazylia-Guaxupe-1Kg,109.0,1 kg,Natural,espresso,medium,beans,,100% Arabica,Brazylia,1000.0,109.0
40,https://www.coffeedesk.pl/product/999/Kofi-Brand-Brazylia-Guaxupe-250G,27.99,250 g,Natural,espresso,medium,beans,,100% Arabica,Brazylia,250.0,111.96
41,https://www.coffeedesk.pl/product/939/Kofi-Brand-Kofi-Brasil-1Kg,129.0,1 kg,Natural,espresso,medium,beans,"Wysokiej jakości ziarna arabiki z Brazylii, wypalane przez warszawską palarnię Kofi Brand. Kawa o dominującej słodyczy, w smaku i aromacie pojawiają się nuty suszonych owoców, ciemnej czekolady, orzechów i słodkiego karmelu.",100% Arabica,Brazylia,1000.0,129.0
42,https://www.coffeedesk.pl/product/935/Kofi-Brand-Kofi-Brasil-250G,35.0,250 g,Natural,espresso,medium,beans,"Wysokiej jakości ziarna arabiki z Brazylii, wypalane przez warszawską palarnię Kofi Brand. Kawa o dominującej słodyczy, w smaku i aromacie pojawiają się nuty suszonych owoców, ciemnej czekolady, orzechów i słodkiego karmelu.",100% Arabica,Brazylia,250.0,140.0
43,https://www.coffeedesk.pl/product/929/Kofi-Brand-Sweet-Espresso-E-250G,37.0,250 g,Natural,espresso,medium,beans,"To niesamowita mieszanka smaku. W aromacie wyraźnie wyczuwalne nuty skórki pomarańczy. Smak zdominowany słodyczą dojrzałych, soczystych pomarańczy, przełamany akcentem słodkiego marcepanu. Pozostawia przyjemny, dość intensywny posmak kakao. Średnie, syropowate body. 100% Arabika.",100% Arabica,"Etiopia, Brazylia",250.0,148.0
44,https://www.coffeedesk.pl/product/3181/Le-Piantagioni-Del-Caffe-100-1Kg,99.9,1 kg,,espresso,dark,beans,"100% Arabica to mieszanka arabik z Gwatemali, Etiopii, Salwadoru i Brazylii, wypalanych przez cenioną włoską palarnię Le Piantagioni del Caffè. Kawa o słodowym aromacie i słodkim, kakaowym smaku. Gładka i delikatna.",100% Arabica,Włochy,1000.0,99.9
45,https://www.coffeedesk.pl/product/63/Pellini-Top-100Procent-Arabica,89.9,1 kg,,espresso,dark,beans,"Mieszanka składa się z najwyższej jakości ziaren Arabiki. Powolny proces palenia zapewnia zrównoważony, pełny smak i aromat.",100% Arabica,None,1000.0,89.9
46,https://www.coffeedesk.pl/product/15608/Rocket-Bean-Kenya-Ruka-Chui,45.0,200 g,Washed,Drip (Metody alternatywne),light,beans,,100% Arabica,Kenia,200.0,225.0
47,https://www.coffeedesk.pl/product/17360/Royal-Beans-Hard-Beans-Panama-Finca-Deborah-Geisha-Echo-125G,175.0,125 g,Carbonic Maceration,Drip (Metody alternatywne),light,beans, ,100% Arabica,Panama,125.0,1400.0
48,https://www.coffeedesk.pl/product/5796/3Fe-Momentum-Blend,47.0,250 g,Washed,espresso,medium,beans,"Mieszanka kaw ziarnistych jakości speciality pochodzących z Salwadoru i Nikaragui, wypalanych w irlandzkiej palarni 3fe (Third Floor Espresso). Kawa palona w średnim stopniu, przeznaczona do espresso, sprawdzi się zatem w ekspresach ciśnieniowych i kawiarkach. Dominuje w niej słodycz czekolady i orzechów. Gładka i gęsta! ",100% Arabica,"Salwador, Nikaragua",250.0,188.0
49,https://www.coffeedesk.pl/product/1562/Arcaffe-Giannutri,92.0,1 kg,,espresso,dark,beans,"Mieszanka Arabiki i Robusty w stosunku 60/40 z włoskiej palarni Arcaffe. Dodatek robusty zapewnia intensywny, nie za słodki smak, z przyjemnym posmakiem.",60/40,None,1000.0,92.0
50,https://www.coffeedesk.pl/product/8038/Audun-Coffee-Brazylia-Fazenda-Rainha-Miaki-Espresso-250G,32.0,250 g,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona przez Mistrza Świata Roasterów 2015, Auduna Sorbottena. Kawa palona w średnim stopniu, przeznaczona do espresso i kawiarek. Charakteryzuje się intensywną czekoladowo-orzechową słodyczą oraz niską kwasowością.",100% Arabica,Brazylia,250.0,128.0
51,https://www.coffeedesk.pl/product/11154/Autumn-Coffee-Roasters-Gwatemala-Finca-El-Naranjo-Espresso-1Kg,130.0,1 kg,Washed,espresso,medium,beans,"Kawa ziarnista jakości speciality z Gwatemali, wypalona przez Autumn Coffee Roasters. Palona w średnim stopniu, idealna do ekspresów ciśnieniowych oraz kawiarek.

W filiżance można oczekiwać nut syropu klonowego, brzoskwini, mandarynki i pralinek. Doskonała jako kawa czarna, jednak sprawdzi się również w połączeniu z mlekiem.",100% Arabica,Gwatemala,1000.0,130.0
52,https://www.coffeedesk.pl/product/11153/Autumn-Coffee-Roasters-Gwatemala-Finca-El-Naranjo-Espresso-250G,35.0,250 g,Washed,espresso,medium,beans,"Kawa ziarnista jakości speciality z Gwatemali, wypalona przez Autumn Coffee Roasters. Palona w średnim stopniu, idealna do ekspresów ciśnieniowych oraz kawiarek.

W filiżance można oczekiwać nut syropu klonowego, brzoskwini, mandarynki i pralinek. Doskonała jako kawa czarna, jednak sprawdzi się również w połączeniu z mlekiem.",100% Arabica,Gwatemala,250.0,140.0
53,https://www.coffeedesk.pl/product/9589/Bagdrip-Kolumbia-1-Saszetka,5.5,11 g,,Drip (Metody alternatywne),light,ground,"Bagdrip to kawa i specjalny filtr, który możesz zawiesić na swój kubek. W środku najwyższej jakości, świeżo palone, zmielone ziarna z różnych zakątków świata. Pozwala to przygotować pojedynczą porcję około 185 ml naparu - wystarczy gorąca woda i kubek. Pyszna kawa w każdych warunkach, w podróży i w domu - szybko, łatwo i bez specjalnego sprzętu.
 ",100% Arabica,Kolumbia,11.0,500.0
54,https://www.coffeedesk.pl/product/5646/Bonanza-Ethiopia-Sasaba,57.0,250 g,Natural,"drip, espresso",medium,beans,"Lubicie truskawki, prawda? Każdy lubi, przyznajcie. Czy CoffeeDesk stał się osiedlowym warzywniaczkiem? Nie, to tylko Etiopia Sasaba Natural spod szyldu berlińskiej Bonanzy!",100% Arabica,Etiopia,250.0,228.0
55,https://www.coffeedesk.pl/product/6986/Coffeelab-Gwatemala-Huehuetenango-Espresso,26.0,250 g,Washed,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Gwatemali, wypalana w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. Kremowa i słodka, o dominujących nutach migdałów, malin i mlecznej czekolady.",100% Arabica,Gwatemala,250.0,104.0
56,https://www.coffeedesk.pl/product/1676/Delanero-Pranzo,39.9,500 g,,espresso,,ground,Pranzo to wysoka półka wśród kaw śniadaniowych prosto ze Szwecji. Kawa o łagodnym smaku i kremowej teksturze. Idealna na przyjemny początek dnia.,100% Arabica,Brazylia,500.0,79.8
57,https://www.coffeedesk.pl/product/2979/Diemme-Caffe-Caffe-Lungo-Puszka-250G,36.0,250 g,,"drip, espresso",medium,ground,"Delikatna, średnio palona mieszanka trzech arabik od Diemme. Kawy z Salwadoru i Nikaragui nadają karmelowo-czekoladowej słodyczy, a mielone ziarno z Etiopii dodaje kwiatowo-cytrusowe nuty. Kawa jest zmielona w średnim stopniu, dzięki czemu sprawdzi się w ekspresach przelewowych lub kawiarkach. ",100% Arabica,None,250.0,144.0
58,https://www.coffeedesk.pl/product/2357/Diemme-Caffe-Decaffeinato-Miscela-Blu-Bianco-250G-Kawa-Bezkofeinowa,35.0,250 g,,espresso,dark,ground,"Kawa bezkofeinowa Diemme, która od ponad 50 lat powstaje według sprawdzonej receptury. Zapewnia przyjemne doznania dla zmysłów, idealna na każdą porę dnia. Jest zmielona idealnie do parzenia w kawiarce. Pij i śpij spokojnie!",80/20,None,250.0,140.0
59,https://www.coffeedesk.pl/product/2359/Diemme-Caffe-Maranello-Formula-1Kg,119.0,1 kg,,espresso,dark,beans,"Diemme Maranello to specjalna seria kawy, która powstała na cześć współpracy z marką Ferrari. Łagodna, o niewielkiej zawartości kofeiny i zbalansowanym smaku. Wyczuwalna czekoladowa słodycz, długo utrzymująca się crema i pełne body - idealny sposób na rozpoczącie dnia.",100% Arabica,None,1000.0,119.0
60,https://www.coffeedesk.pl/product/2360/Diemme-Caffe-Maranello-Grand-Prix-1Kg,69.0,1 kg,,espresso,dark,beans,"Diemme Maranello Grand Prix to specjalna seria produktowa, która powstała na cześć współpracy z marką Ferrari. Dzięki dodatkowi  wysokiej jakości robusty, kawa ma delikatnie podwyższoną zawartość kofeiny w porównaniu do klasycznej wersji Maranello. Naładowana energią, niezwykle kremowa, świetna zarówno w wersji czarnej, jak i z mlekiem.",75/25,None,1000.0,69.0
61,https://www.coffeedesk.pl/product/2353/Diemme-Caffe-Miscela-Aromatica-1Kg,59.0,1 kg,,espresso,dark,beans,"Aromatica to mieszanka arabiki i robusty dla miłośników wyraźnych smaków. Pełne body, wysoka kremowość, długo utrzymujący się, przyjemny posmak i delikatne nuty suszonych owoców i przypraw - to znajdziesz w filiżance. Świetnie sprawdzi się zarówno w przypadku kaw czarnych, jak i tych z dodatkiem mleka.",75/25,None,1000.0,59.0
62,https://www.coffeedesk.pl/product/2354/Diemme-Caffe-Miscela-Aromatica-500G,35.0,500 g,,espresso,dark,beans,"Aromatica to mieszanka arabiki i robusty dla miłośników wyraźnych smaków. Pełne body, wysoka kremowość, długo utrzymujący się, przyjemny posmak i delikatne nuty suszonych owoców i przypraw - to znajdziesz w filiżance. Świetnie sprawdzi się zarówno w przypadku kaw czarnych, jak i tych z dodatkiem mleka.",75/25,None,500.0,70.0
63,https://www.coffeedesk.pl/product/2352/Diemme-Caffe-Miscela-Bar-Prestigio-1Kg,110.0,1 kg,,espresso,dark,beans,"Prestigio to propozycja dla miłośników włoskich kaw, ceniących wyrazisty charakter, przy zachowaniu zbalansowanego smaku. Z jednej strony łagodna, z drugiej niezwykle aromatyczna, o czekoladowych nutach. Dzięki niewielkiej zawartości robusty przygotowany z niej napar jest wyjątkowo kremowy.",90/10,None,1000.0,110.0
64,https://www.coffeedesk.pl/product/2356/Diemme-Caffe-Miscela-Blu-Moka-250G,19.0,250 g,,espresso,dark,ground,"Kremowa i intensywna w smaku stuprocentowa mieszanka arabiki. Charakterem przypomina Diemme Miscela Oro, jednak znajdziesz w niej mniej kwiatowych nut i bardziej podkreślony, tradycyjny smak. Jest to mielona kawa, która sprawdzi się pod espresso lub w kawiarce.",100% Arabica,None,250.0,76.0
65,https://www.coffeedesk.pl/product/14361/Diemme-Caffe-Miscela-Blu-Super-200G,25.0,200 g,,espresso,dark,beans,,100% Arabica,None,200.0,125.0
